year,state,max_avg_temperature,min_avg_temperature,mean_temperature,max_temperature,min_temperature,num_frost_days,num_trop_nights,max_1day_precipitation,max_5day_cumulative_precipitation,precipitation
1967-01,USA.2593236,-1.38,-9.01,-5.53,9.98,-26.48,28.7,0,21.39,34.69,74.64
1967-01,USA.2593237,-6.49,-16.62,-11.93,2.46,-35.31,31,0,11.62,21.28,55.83
1967-01,USA.2593238,13.65,3.87,7.77,23.14,-4.28,9.98,0,17.74,31.79,63.04
1967-01,USA.2593239,7.73,-2.97,1.25,21.03,-15.94,22.6,0,35.93,44.73,51.26
1967-01,USA.2593240,-0.35,-9.19,-5.16,6.55,-25.14,28.45,0,8.65,19.83,60.36
1967-01,USA.2593241,3.2,-8.09,-3.32,14.95,-22.36,28.46,0,7.23,10.9,21.54
1967-01,USA.2593242,4.83,-6.02,-1.26,11.06,-15.16,26.44,0,13.28,29.98,47.38
1967-01,USA.2593243,-0.09,-8.77,-4.61,9.46,-27.31,27.86,0,13.18,22.65,42.76
1967-01,USA.2593244,6.26,-0.73,2.29,18.27,-10.61,17.62,0,17.25,22.2,38.69
1967-01,USA.2593245,9.89,-5.28,1.05,17.68,-15.73,24.94,0,2.33,3.59,3.92
1967-01,USA.2593246,1.45,-5.77,-2.39,13.92,-21.28,25.14,0,14.53,31.23,61.44
1967-01,USA.2593247,12.5,2.36,6.71,22.07,-6.38,11.25,0,13.56,30.15,68.05
1967-01,USA.2593248,-5.27,-16.03,-11.27,4.12,-33.37,30.8,0,6.54,11.5,32.43
1967-01,USA.2593249,5.09,-2.47,0.79,18.03,-15.07,22.25,0,19.91,32.06,47.3
1967-01,USA.2593250,12.75,-0.87,4.5,24.76,-10.42,19.32,0,16.71,19.5,20.9
1967-01,USA.2593251,4.63,-1.83,0.94,8.91,-8.83,18.87,0,25.51,64.87,173.48
1967-01,USA.2593252,4.15,-3.54,-0.08,17.81,-16.84,22.81,0,18.42,32.36,52.18
1967-01,USA.2593253,5.16,-1.13,1.69,14.59,-11.98,17.64,0,20.76,27.85,50.38
1967-01,USA.2593254,14.77,3.79,8.59,23.07,-3.9,8.35,0,22.94,52.39,84.6
1967-01,USA.2593255,0.91,-10.3,-5.65,12.25,-25.34,29.58,0,6.6,12.32,22.2
1967-01,USA.2593256,9.99,0.8,4.54,20.99,-8.27,17.35,0,16.94,22.33,53.74
1967-01,USA.2593257,16.68,2.88,8.43,25.51,-6.62,11.68,0.02,6.59,10.07,14.45
1967-01,USA.2593258,1.08,-9.2,-4.68,7.56,-19.59,28.91,0,11.61,23.36,38.82
1967-01,USA.2593259,-0.88,-9.37,-5.26,7.65,-28.07,29.43,0,12.76,23.08,50.73
1967-01,USA.2593260,9.53,-0.35,3.84,21.94,-10.91,17.72,0,12.53,17.71,46.33
1967-01,USA.2593261,3.97,-1.23,1.06,8.38,-8.02,17.49,0,35.43,74.67,249.17
1967-01,USA.2593262,7.21,-1.9,2,19.7,-11.76,21.55,0,18.15,25.17,54.47
1967-01,USA.2593263,-2.77,-12.18,-8.07,6.88,-33.91,30.5,0,15.61,28.47,72.17
1967-01,USA.2593264,0.11,-8.67,-4.78,7.51,-22.66,28.37,0,9.1,19.16,51.79
1967-02,USA,3.8,-7.14,-2.49,12.95,-17.29,20.68,0.03,12.6,21.91,43.63
1967-02,USA.2593214,13.27,2.67,7.13,21.83,-8,10.23,0,49.73,61.75,111.6
1967-02,USA.2593215,-13.91,-20.82,-17.87,-2.86,-32.76,27.34,0,9.64,22.83,51.59
1967-02,USA.2593216,16.42,1.29,7.93,21.26,-4.06,12.98,0,0.91,1.23,1.97
1967-02,USA.2593217,11.36,-0.45,4.18,20.68,-8.74,15.72,0,18.48,25.06,48.69
1967-02,USA.2593218,14.22,2.49,7.45,18.65,-2.04,7.76,0,8.01,18.27,14.91
1967-02,USA.2593219,5.19,-8.7,-2.88,12.85,-16.39,26.51,0,5.55,10.12,24.97
1967-02,USA.2593220,0.88,-8.52,-4.19,11.19,-24.27,25.63,0,19.44,35.19,90.65
1967-02,USA.2593221,4.95,-3.35,0.27,15.33,-13.31,19.65,0,27.62,39.12,85.66
1967-02,USA.2593222,5.28,-3.59,0.33,17.96,-13.31,22.3,0,27.47,33.62,67.42
1967-02,USA.2593223,19.91,9.75,14.17,25.41,-1.85,1.89,0.61,28.88,52.63,75.97
1967-02,USA.2593224,13.88,2.99,7.57,22.02,-9.13,7.32,0,29.41,51.46,97.34
1967-02,USA.2593225,22,16.93,19.08,23.2,15.02,0,10.98,17.43,37.35,92.13
1967-02,USA.2593226,3.71,-5.62,-1.59,9.67,-12.87,25.01,0,10.18,26.72,45.38
1967-02,USA.2593227,2.44,-7.92,-3.61,15.21,-21.46,25,0,16.47,24.69,42.19
1967-02,USA.2593228,2.47,-7.5,-3.48,14.48,-21.14,25.22,0,21.92,29.86,58.67
1967-02,USA.2593229,-0.45,-12.39,-7.25,13.17,-26.65,26.24,0,9.39,14.15,24.84
1967-02,USA.2593230,9.55,-4.35,1.4,22.97,-11.57,22.77,0,3.33,4.03,7.7
1967-02,USA.2593231,6.48,-3.76,0.47,18.96,-17.55,21.22,0,17.73,24.81,66.6
1967-02,USA.2593232,15.84,5.2,9.84,23.12,-3.04,5.44,0,40.91,47.25,95.68
1967-02,USA.2593233,-5.01,-16.9,-11.58,5.26,-31.04,27.83,0,16.37,29.66,72.47
1967-02,USA.2593234,4.28,-4.15,-0.4,15.6,-14.95,21.28,0,24.71,33.02,73.92
1967-02,USA.2593235,-0.05,-9.82,-5.4,11.11,-25.46,26.15,0,24.89,38.63,97.68
1967-02,USA.2593236,-4.61,-14.66,-10.19,5.46,-28.71,27.77,0,8.82,17.92,41.51
1967-02,USA.2593237,-8.11,-20.27,-15.13,3.37,-31.73,28,0,7.68,12.85,25.92
1967-02,USA.2593238,13.61,2.37,7.17,22.21,-6.74,10.4,0,37.6,47.79,97.72
1967-02,USA.2593239,6.64,-4.43,0.12,19.48,-15.11,22.22,0,16.31,19.6,35.15
1967-02,USA.2593240,2.4,-7.79,-3.52,11.12,-18.22,24.98,0,8.8,17.88,41.61
1967-02,USA.2593241,6.64,-7.35,-1.86,19.09,-17.52,25.51,0,4.53,5.64,11.08
1967-02,USA.2593242,7.33,-5.6,0.06,14.37,-13.05,23.48,0,5.1,8.68,9.53
1967-02,USA.2593243,-3.29,-15.19,-9.82,7.52,-30.69,27.87,0,18.43,31.37,78.63
1967-02,USA.2593244,3.23,-5.62,-1.69,13.5,-20.25,23.09,0,24.52,38.72,80.05
1967-02,USA.2593245,12.43,-2.26,3.94,18.42,-9.17,19.74,0,3.76,4.87,11.7
1967-02,USA.2593246,-2.42,-12.9,-7.8,8.92,-28.34,27.06,0,16.34,25.89,69.91
1967-02,USA.2593247,10.38,0.3,4.56,20.96,-11.91,12.67,0,27.57,54.34,106.76
1967-02,USA.2593248,-6.36,-18.54,-13.37,5.39,-31.57,27.74,0,4.85,8.33,20.93
1967-02,USA.2593249,1.99,-7.64,-3.52,15.08,-21.77,24.99,0,21.61,30.93,67.5
1967-02,USA.2593250,12.6,-0.68,4.65,22.14,-8.34,17.26,0,7.64,9.31,18.51
1967-02,USA.2593251,7.41,-2.4,1.61,12.1,-9.15,19.9,0,14.02,38.46,54.47
1967-02,USA.2593252,0.55,-9.14,-4.63,12.77,-24.41,26.25,0,17.25,27.17,71.31
1967-02,USA.2593253,1.51,-7.65,-3.47,10.87,-25.44,24.35,0,24.74,40.93,95.71
1967-02,USA.2593254,13.09,2.75,7.21,22.52,-9.01,6.84,0,22.96,46.62,93.4
1967-02,USA.2593255,0.56,-12.44,-7.06,13.37,-27.06,26.95,0,9.25,12.87,25.65
1967-02,USA.2593256,8.38,-2.02,2.33,20.36,-15.5,18.71,0,24.38,40.03,77.97
1967-02,USA.2593257,17.44,3.8,9.45,25.04,-4.9,8.16,0,12.21,14.59,27.62
1967-02,USA.2593258,6.46,-5.84,-0.59,12.68,-12.84,25.28,0,4.18,9.46,13
1967-02,USA.2593259,-4.79,-16.91,-11.12,5.22,-34.07,28,0,13.78,22.77,63.25
1967-02,USA.2593260,6.56,-3.79,0.75,18.66,-16.66,20.39,0,22.39,34.39,75.67
1967-02,USA.2593261,6.33,-1.19,2.01,10.59,-7.17,16.53,0,20.9,52.43,116.51
1967-02,USA.2593262,3.74,-6.75,-1.92,16.21,-20.93,23.93,0,18.2,27.68,87.23
1967-02,USA.2593263,-5.4,-16.92,-11.82,4.87,-30.52,28,0,11.16,17.86,34.64
1967-02,USA.2593264,0.78,-9.11,-4.69,8.06,-18.66,26.88,0,8.28,17.22,32.94
1967-03,USA,10.11,-1.13,3.7,19.3,-13.42,16.38,0.12,15.4,27.84,56.13
1967-03,USA.2593214,22.43,9.55,15.23,29.42,-1.26,1.8,0,21.8,26.93,50.82
1967-03,USA.2593215,-6.85,-15.08,-11.51,0.98,-25.67,29.99,0,12.44,30.83,54.59
1967-03,USA.2593216,19.75,4.97,11.81,25.27,-3.55,6.01,0,7.98,10.67,13.44
1967-03,USA.2593217,21.1,8.55,14.04,29.45,-6.15,4.26,0,36.49,42.05,71.86
1967-03,USA.2593218,14.57,4.2,8.65,19.98,-1.6,7.31,0.01,25.06,55.46,114.7
1967-03,USA.2593219,11.51,-3.27,3.13,18.91,-16.86,21.44,0,8,12.15,28.79
1967-03,USA.2593220,4.78,-3.45,0.14,15.5,-17.97,21.15,0,43.57,66.13,116.73
1967-03,USA.2593221,10.37,1.68,5.3,20.95,-8.43,8.64,0,27.48,42.44,99.17
1967-03,USA.2593222,12.7,2.15,6.48,23.95,-6.97,7.65,0,25.03,41.59,108.46
1967-03,USA.2593223,24.55,14.2,18.78,28.79,7.82,0,1.83,12.6,17.28,26.87
1967-03,USA.2593224,22.74,8.88,14.99,29.19,-1.28,2.2,0,13.94,17.46,33.42
1967-03,USA.2593225,21.78,17.48,19.26,23.31,15.35,0,12.61,21.71,57.93,174.45
1967-03,USA.2593226,5.52,-3.55,0.33,11.38,-12.3,23.83,0,14.58,32.42,86.27
1967-03,USA.2593227,11.76,1.94,6.03,26.15,-10.78,13.03,0,23.3,39.01,70.37
1967-03,USA.2593228,11.09,1.2,5.43,25.32,-14.15,12.94,0,24.01,40,103.42
1967-03,USA.2593229,10.21,-1.23,3.33,26.04,-17.3,18.93,0.16,15.58,27.51,37.43
1967-03,USA.2593230,17.85,1.97,8.45,29.54,-15.27,12.43,0.27,10.85,18.35,27.1
1967-03,USA.2593231,16.89,5.07,10.28,26.77,-8.65,9.42,0,49.37,70.61,128.95
1967-03,USA.2593232,23.35,12,17.13,28.48,1.19,0.47,0.61,30.06,36.97,56.73
1967-03,USA.2593233,-0.26,-9.87,-5.43,8.13,-21.84,28.97,0,15.32,20.76,42.84
1967-03,USA.2593234,10.52,1.2,5.11,21.06,-9.06,9.82,0,32.62,54,118.32
1967-03,USA.2593235,3.53,-4.12,-0.73,14.06,-18.01,22.82,0,39.74,64.7,107.43
1967-03,USA.2593236,3.14,-5.81,-1.76,18.09,-22.8,24.12,0,11.87,20.73,39.83
1967-03,USA.2593237,2.57,-7.27,-3.11,22.24,-26.6,25.82,0,8.4,15.28,25.9
1967-03,USA.2593238,22.63,9.9,15.7,29.01,-0.81,1.62,0.01,31.73,42.31,69.82
1967-03,USA.2593239,15.88,4.06,8.97,27.32,-12.12,10.26,0.13,19.8,29.69,59.84
1967-03,USA.2593240,3.23,-6.98,-2.81,14.39,-21.86,26.69,0,11.01,21.43,58.8
1967-03,USA.2593241,13.49,-1.31,4.46,27.38,-15.34,19.54,0.22,9.21,14.53,24.93
1967-03,USA.2593242,11.31,-0.66,4.51,18.22,-9.34,17.71,0,9.78,23.06,44.1
1967-03,USA.2593243,1.37,-7.73,-3.61,12.55,-22.27,27.37,0,27.63,41.03,68.49
1967-03,USA.2593244,7.98,-1.15,2.73,19.84,-16.84,15.38,0,33.27,57.89,126.21
1967-03,USA.2593245,18.77,3.1,10.11,24.57,-8.23,8.96,0,4.9,6.15,11.51
1967-03,USA.2593246,2.88,-5.56,-1.8,16.1,-21.09,24.03,0,19.05,37.97,86.65
1967-03,USA.2593247,18.31,5.81,11.25,27.34,-5.95,6.29,0,15.79,21.89,44.6
1967-03,USA.2593248,2.46,-8.19,-3.78,19.65,-23.45,26.01,0,5.96,9.17,23.76
1967-03,USA.2593249,9.62,-0.12,4.11,24.53,-15.75,14.68,0,25.28,50.27,123.4
1967-03,USA.2593250,21.6,7.04,13.22,31.31,-11.46,5.68,0.01,10.64,17.49,30.31
1967-03,USA.2593251,7.42,-1.5,2.23,12.88,-8.36,19.1,0,17.93,39.79,115.18
1967-03,USA.2593252,6.66,-2.66,1.46,20.16,-18.94,19.34,0,35.5,73.15,146.41
1967-03,USA.2593253,4.88,-2.95,0.48,17.03,-17.96,19.47,0,38.81,57.28,98.54
1967-03,USA.2593254,21.86,8.38,14.3,29.61,-3.35,3.46,0,12.33,15.29,34.25
1967-03,USA.2593255,8.45,-3.22,1.35,24.69,-19.25,20.54,0,4.54,11.01,20.06
1967-03,USA.2593256,19.16,7.03,12.39,27.78,-6.49,6.77,0,45.73,57.76,93.35
1967-03,USA.2593257,25.19,11.09,17.15,32.35,-2.95,1.89,0.65,11.06,17.23,27.78
1967-03,USA.2593258,11.74,-0.59,4.83,17.97,-10.28,16.02,0,8.29,16.43,32.6
1967-03,USA.2593259,0.86,-8.69,-4.37,11.26,-23.29,27.7,0,15.25,27.3,54.46
1967-03,USA.2593260,15.01,2.8,8,25.08,-8.81,9.42,0,27.81,37.72,82.24
1967-03,USA.2593261,6.69,-0.78,2.38,10.81,-6.22,17.3,0,20.43,48.94,144.14
1967-03,USA.2593262,13,1.52,6.53,25.02,-13.1,12.32,0,41.24,82.74,179.4
1967-03,USA.2593263,3.9,-5.28,-1.33,21.86,-21.94,24.01,0,12.11,20,37.27
1967-03,USA.2593264,6.13,-4.55,-0.15,14.68,-19.48,24.08,0,10.09,18.15,48.22
1967-04,USA,14.39,3.54,8.31,20.9,-4.52,11.26,1.06,17.16,32.49,72.3
1967-04,USA.2593214,27.16,15.1,20.58,30.58,7.08,0,3.12,8.75,22.13,30.66
1967-04,USA.2593215,-0.57,-7.41,-4.33,7.95,-16.65,25.82,0,12.53,29.17,68.96
1967-04,USA.2593216,19.67,4.76,11.76,24.68,-1.63,6.03,0,6.29,8.12,10.95
1967-04,USA.2593217,24.45,13.92,18.68,28.9,5.62,0,1.5,40.12,62.73,117.37
1967-04,USA.2593218,12.38,2.76,6.98,16.82,-1.33,8.75,0,16.85,38,116.12
1967-04,USA.2593219,14.69,-0.05,6.48,20.24,-6.99,15.71,0,13.99,21.7,40.55
1967-04,USA.2593220,11.91,3.01,6.78,21.23,-2.39,5.37,0,17.5,34.23,81.24
1967-04,USA.2593221,17.41,7.34,11.51,25.95,0.86,0.14,0,20.95,29.7,58.05
1967-04,USA.2593222,19.61,8.69,13.32,29.55,0.71,0,0,11.9,25.38,47.86
1967-04,USA.2593223,28.01,17.19,22.18,31.43,11.31,0,6.37,2.62,4.03,5.79
1967-04,USA.2593224,26.85,14.06,19.88,31.41,5.86,0,1.28,9.17,16.73,23.49
1967-04,USA.2593225,21.85,17.36,19.34,23.58,15,0,12.56,13.42,37.48,113.02
1967-04,USA.2593226,7.34,-2.02,2.13,12.04,-6.83,21.27,0,11.7,29.29,89.24
1967-04,USA.2593227,18.82,8.06,12.6,27.18,-1.22,2.47,0.06,24.78,43.74,114.83
1967-04,USA.2593228,18.56,7.25,12.12,26.42,-1.96,5.02,0.01,16.68,40.3,95.48
1967-04,USA.2593229,16.52,5.09,9.84,27.87,-3.66,5.6,0,25.46,41.1,113.52
1967-04,USA.2593230,21.81,8.93,14.44,30.05,-1.12,1.45,0.43,20.2,36.75,86.36
1967-04,USA.2593231,22.29,10.27,15.53,28.61,1.45,0.3,0.35,25.38,42.29,78.39
1967-04,USA.2593232,27.09,17.93,22.16,29.61,11.9,0,9.65,24.57,37.82,51.1
1967-04,USA.2593233,6.85,-2.48,1.94,14.42,-10.83,20.61,0,16.11,31.73,62.29
1967-04,USA.2593234,17.45,7.39,11.7,26.44,-0.22,1.09,0,16.92,26.99,55.94
1967-04,USA.2593235,10.62,2.01,5.71,19.96,-3.66,6.9,0,26.1,56.91,108
1967-04,USA.2593236,11.69,1.76,6.05,19.33,-6.71,12.72,0,21.69,35.44,91.56
1967-04,USA.2593237,10.68,0.28,4.55,18.51,-10.76,14.41,0,22.14,39.89,93.18
1967-04,USA.2593238,26.93,15.77,20.87,30.04,7.97,0,4.7,12.49,31.99,43.07
1967-04,USA.2593239,21.12,10.15,14.88,29.45,-0.45,0.78,0.43,29.12,50.35,128.3
1967-04,USA.2593240,8.02,-2.95,1.66,14.32,-12.39,22.47,0,20.12,40.62,80.61
1967-04,USA.2593241,18.58,4.15,10.11,27.42,-4.47,6.99,0,14.23,24.19,58.07
1967-04,USA.2593242,9.67,-1.61,3.37,14.95,-8.95,18.54,0,11.14,21.67,67.77
1967-04,USA.2593243,8.88,-1.02,3.46,17.6,-9.25,16.15,0,28.03,61.99,110.66
1967-04,USA.2593244,16.21,5.43,9.73,25.8,-0.6,2.01,0,27.32,38.09,75.11
1967-04,USA.2593245,21.45,5.83,13.16,25.59,-2.09,4.53,0,5.69,7.75,12.87
1967-04,USA.2593246,11.71,1.71,6.13,20.63,-5.43,10.03,0,18.19,39.5,100.04
1967-04,USA.2593247,23.48,11.19,16.53,30.98,3.93,0.18,0.68,17.78,28.5,40.6
1967-04,USA.2593248,9.22,-1.96,2.52,17.46,-13.58,18.52,0,29.09,59.31,116.74
1967-04,USA.2593249,17.35,6.3,11.1,25.5,-3.56,4.59,0,15.66,29.13,87.69
1967-04,USA.2593250,24.39,13.42,18.2,30.84,3,0.08,1.74,30.06,56.42,110.49
1967-04,USA.2593251,8.15,-0.87,3.09,12.48,-6.18,17.99,0,14.98,35.12,95.83
1967-04,USA.2593252,15.66,4.38,9.23,25.46,-4.08,5.7,0,18.23,31.02,81.5
1967-04,USA.2593253,10.95,3.09,6.37,20.7,-1.92,4.69,0,27.35,43.75,90.41
1967-04,USA.2593254,26.18,13.52,19.11,32.96,6.44,0.01,1.06,10.23,17.95,21.91
1967-04,USA.2593255,14.72,1.71,6.94,23.62,-8.01,10.92,0,29.5,45.18,86.64
1967-04,USA.2593256,23.5,11.73,17.02,28.83,3.23,0.05,0.62,29.14,58.54,90.03
1967-04,USA.2593257,28.48,16.57,21.83,32.62,8.53,0.06,7.87,22.4,33.96,58.26
1967-04,USA.2593258,12.8,-0.1,5.67,18.46,-7.58,14.72,0,8.94,16.1,46.6
1967-04,USA.2593259,9.04,-0.88,3.71,16.69,-8.85,16.24,0,20.18,54.35,107.06
1967-04,USA.2593260,20.77,8.88,14.07,28.87,0.95,0.89,0,16.25,28.42,47.13
1967-04,USA.2593261,10.06,0.78,4.8,14.5,-3.36,12.5,0,13.32,33.66,87.39
1967-04,USA.2593262,18.55,6.72,12.11,26.86,-2.49,3.74,0,19.87,38.72,101.52
1967-04,USA.2593263,12.25,2.12,6.48,20.49,-5.46,10.83,0,22.95,46.13,100.71
1967-04,USA.2593264,10.43,-2.31,3.2,16.79,-9.73,20.7,0,18.8,32.96,74.13
1967-05,USA,18.68,7.06,12.49,27.33,-1.13,6.02,1.61,18.06,35.78,71.23
1967-05,USA.2593214,27.2,16.14,21.17,32.8,9.23,0,5.88,36.06,46.86,96.78
1967-05,USA.2593215,6.19,-1.31,2.28,11.81,-7.54,18.12,0,7.26,19.01,35.26
1967-05,USA.2593216,25.92,10.16,18.23,32.9,0.37,2,1.88,2.16,3.66,5.97
1967-05,USA.2593217,25.64,14.58,19.69,32.35,6.84,0,2.37,38.06,61.26,165.4
1967-05,USA.2593218,22.97,9.22,15.67,32.58,1.69,3.46,1.72,6.73,14.5,18.3
1967-05,USA.2593219,16.65,2.83,9.25,26.88,-6.15,10.4,0.02,15.35,36.89,82.78
1967-05,USA.2593220,14.84,6.26,10.22,21.89,1.44,0.37,0,29.6,53.91,154.84
1967-05,USA.2593221,18.65,10,13.8,25.16,6.67,0,0,45.55,57.08,111.69
1967-05,USA.2593222,20.33,9.98,14.63,27.35,4.96,0,0,38.42,49.24,116.5
1967-05,USA.2593223,29.88,19.27,24.26,33.92,14.58,0,14.38,16.63,26,36.58
1967-05,USA.2593224,27.47,15.67,21.05,34.18,9.19,0,4.15,37.98,53.73,89.26
1967-05,USA.2593225,23.48,18.73,20.89,24.92,17.19,0,16.45,12.43,35.12,114.88
1967-05,USA.2593226,15.6,2.25,8.57,25.08,-5.45,11.12,0,12.85,31.68,53
1967-05,USA.2593227,20.81,10.01,14.87,32.26,1.55,0.22,0.51,28.27,46.79,111.9
1967-05,USA.2593228,20.03,9.78,14.41,30.5,1.31,0.12,0.18,31.08,58.45,140.39
1967-05,USA.2593229,19.54,7.72,13.05,33.8,-2.05,1.87,0.46,31.97,57.03,92.83
1967-05,USA.2593230,23.09,10.03,15.76,35.46,-0.3,0.93,0.4,27.74,63.26,108.89
1967-05,USA.2593231,22.18,12.09,16.76,31.21,4.31,0,0.37,34.77,70.81,159.46
1967-05,USA.2593232,27.96,18.14,22.75,32.05,12.04,0,11.16,34.39,60.7,120.06
1967-05,USA.2593233,11.79,2.46,7.03,17.9,-1.13,5.48,0,24.68,47.54,122.79
1967-05,USA.2593234,18.62,9.45,13.57,25.35,5.21,0.03,0,36.55,54.31,121.11
1967-05,USA.2593235,14.15,5.6,9.63,21.74,1.25,0.29,0,28.44,52.19,149.48
1967-05,USA.2593236,14.77,4.62,9.27,24.51,-1.84,4.66,0,15.97,27.16,62.26
1967-05,USA.2593237,15.85,4.2,9.57,26.68,-7.28,8.04,0,14.28,32.45,48.4
1967-05,USA.2593238,27.41,16.44,21.53,32.6,9.26,0,7.62,38.47,61.27,134.95
1967-05,USA.2593239,22.24,11.46,16.32,32.35,2.49,0.06,0.53,39.55,66.6,139.62
1967-05,USA.2593240,15.03,2.6,8.23,24.98,-10.02,10.08,0,19.19,38.75,67.8
1967-05,USA.2593241,19.42,6.83,12.27,34.85,-4.01,3.82,0.58,18.33,47.39,87.6
1967-05,USA.2593242,20.66,5.59,12.95,31.12,-3.98,5.79,0.27,8.45,20.71,34.94
1967-05,USA.2593243,12.93,3.13,7.96,21.29,-1.47,4.57,0,20.61,44.8,131.28
1967-05,USA.2593244,17.3,8.29,12.37,25.13,4.47,0,0,34.07,53.24,130.16
1967-05,USA.2593245,24.53,8.49,16.37,30.41,-2,2.43,0.1,4.61,14.78,13.69
1967-05,USA.2593246,13.79,4.42,8.9,23.84,-0.38,2.63,0,22.24,47.29,108.73
1967-05,USA.2593247,23.86,13.18,17.87,32.44,7.64,0,1.63,25.7,54.29,108.71
1967-05,USA.2593248,16.12,3.33,9.25,27.42,-10.4,9,0,20.39,39.05,52.14
1967-05,USA.2593249,18.25,8.41,12.73,29.96,2.41,0.01,0,32.29,64.42,138.45
1967-05,USA.2593250,25.76,13.08,18.74,34.46,4.79,0.01,1.08,38.25,56.65,143.66
1967-05,USA.2593251,17.75,3.88,10.3,27.02,-2.31,6.69,0,11.38,30.54,45.73
1967-05,USA.2593252,16.25,5.91,10.75,25.04,1,0.47,0,29.68,59.62,139.25
1967-05,USA.2593253,14.34,6.45,10.1,22.28,1.98,0,0,27.86,51.85,148.18
1967-05,USA.2593254,26.71,15.64,20.52,34.1,9,0,5.13,38.18,62.95,108
1967-05,USA.2593255,17.59,5.12,10.64,32.45,-7.7,6.44,0.05,17.63,45.95,68.3
1967-05,USA.2593256,23.54,13.51,18.11,30.73,5.92,0,1.29,28.94,56.22,149.67
1967-05,USA.2593257,29.91,16.37,22.75,36.68,7.35,0.02,8.35,19.65,34.84,74.15
1967-05,USA.2593258,19.02,4.82,11.72,29.28,-5.33,6.93,0.06,8.81,22.82,43.01
1967-05,USA.2593259,12.8,2.69,7.75,22.4,-1.59,5.13,0,19.57,42.5,127.28
1967-05,USA.2593260,21.01,10.22,15.03,29.59,4.79,0,0.11,23.18,37.44,97.17
1967-05,USA.2593261,16.75,5.01,10.36,25.42,0.51,4.91,0,11.89,26.18,42.55
1967-05,USA.2593262,18.2,8.21,12.87,27.88,2.55,0.1,0,33.75,70.47,183.94
1967-05,USA.2593263,16.28,5.02,10.11,29.24,-3.5,4.49,0,14.78,25.69,58.62
1967-05,USA.2593264,13.63,1.89,7.21,24.53,-8.84,11.53,0,16.93,40.86,89.03
1967-06,USA,24.04,13.09,18.22,30.24,7.21,0.79,5.73,17.88,39.2,80.74
1967-06,USA.2593214,30.32,20.9,25.15,34.6,16.3,0,20.71,18.32,44.82,65.96
1967-06,USA.2593215,13.38,5.63,9.3,20.69,-0.09,3.21,0.01,12.54,29.59,69.03
1967-06,USA.2593216,29.69,14.71,22.4,35.62,9.02,0,5.09,6.23,9.46,15.46
1967-06,USA.2593217,30.43,20.61,25.22,33.9,13.56,0,20.78,11.1,40.2,37.59
1967-06,USA.2593218,25.91,12.22,18.69,35.12,5.44,1.1,3.22,7.68,13.14,18.01
1967-06,USA.2593219,21.43,7.91,14.26,27.73,3.71,2.26,0,13.85,32.97,83.79
1967-06,USA.2593220,24.1,14.58,18.91,31.29,6,0,0.87,26.54,57.33,77.31
1967-06,USA.2593221,26.26,16.97,21.34,32.15,9.12,0,5.65,10.03,14.05,20.38
1967-06,USA.2593222,29.29,17.55,23.09,34.13,9.14,0,9.35,5.82,14.33,17.64
1967-06,USA.2593223,30.01,22.07,25.44,33.7,19.97,0,27.87,32,73.17,180.42
1967-06,USA.2593224,29.08,19.56,23.73,33.69,14.02,0,14.6,19.67,46.33,92.74
1967-06,USA.2593225,23.94,19.09,21.32,25.25,17.79,0,16.69,14.35,43.74,127.99
1967-06,USA.2593226,20.57,7.25,13.62,29.61,2.34,1.44,0.05,14.18,33.24,92.99
1967-06,USA.2593227,27.54,18.05,22.41,32.55,10.39,0,12.09,27.19,42.23,87.57
1967-06,USA.2593228,27.31,17.56,22.2,32.92,10.76,0,7.99,20.24,37.29,66.91
1967-06,USA.2593229,25.6,15.93,20.27,30.85,8.12,0,1.84,42.62,100.48,246.83
1967-06,USA.2593230,27.99,17,21.78,32.16,10.47,0,6.11,39.12,77.87,178.55
1967-06,USA.2593231,28.14,18.31,22.89,33.06,12.55,0,9.3,24.33,48.24,80.75
1967-06,USA.2593232,31.7,22.53,26.86,34.58,17.37,0,25.88,18.83,35.01,34.51
1967-06,USA.2593233,22.52,11.72,16.91,29.23,2.62,0.03,0.06,22.31,43.9,87.56
1967-06,USA.2593234,27.01,17.01,21.76,32.04,9.37,0,7.11,8.89,16.19,23.24
1967-06,USA.2593235,23.6,14.03,18.44,30.68,5.58,0,0.62,20.26,47.25,75.17
1967-06,USA.2593236,24.11,14.16,18.77,29.83,7.14,0,2.48,29.31,65.29,138.96
1967-06,USA.2593237,22.82,12.6,17.24,28.64,6.58,0,0.07,26.7,56.86,128.6
1967-06,USA.2593238,31.35,21.53,26.13,34.85,16.47,0,23.37,12.86,29.41,35.04
1967-06,USA.2593239,27.86,18.41,22.72,32.11,10.7,0,11.69,26.54,53.78,120.39
1967-06,USA.2593240,20.34,8.29,13.78,27.65,2.86,0.51,0,19.9,48.59,113.84
1967-06,USA.2593241,24.46,13.52,18.26,31.31,6.79,0,0.48,45.89,94.22,228.1
1967-06,USA.2593242,24,9.54,16.63,34.67,2.06,0.41,0.84,11.89,27.3,53.88
1967-06,USA.2593243,24.12,12.77,18.25,30.45,2.92,0,0.54,13.7,34.02,72.73
1967-06,USA.2593244,26.75,16.4,21.3,32.31,8,0,4.73,17.11,28.64,38.32
1967-06,USA.2593245,27.64,13.52,20.28,32.11,9.06,0,1.72,17.77,31.79,62.52
1967-06,USA.2593246,25.06,14.49,19.56,29.78,4.79,0,0.69,18.91,38.87,77.25
